Código Plan,Carrera,Cohorte,Número de alumno,Bloqueo,Causal Bloqueo,RUN,DV,Nombres,Unnamed: 9,Primer Apellido,Segundo Apellido,Logro,Fecha Logro,Última Carga
HW2,Magia,2008-01,516717,S,SUSPENSION DE ESTUDIOS,8508630,3,ANDREAS,CHESSNAR,CAMPOSANO,FERNANDES,INGRESO,2008-01,2008-01
HP1,Magia,2003-01,531743,S,ALUMNO LICENCIADO,21039464,7,BRICK,DEBORAH,LORIE,FÁBREGA,CUARTO AÑO,2008-01,2008-02
HW2,Magia,2012-01,644045,N,Sin Bloqueo,5589696,2,DELPIL,MAO,DEL RIO,FORTE,10 SEMESTRE - EGRESO,2017-02,2017-02
HP2,Magia,2006-01,530552,S,CAMBIO DE PLAN O CARRERA,6172563,9,IVANITZA,GERSON,SANI,DOMANGE,6 SEMESTRE - BACHILLER,2008-02,2008-02
HW2,Magia,2006-01,633220,S,ALUMNO LICENCIADO,24606713,9,DOMINIC,GILBERTO,ASCENCIO,ESPINOSA,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2016-02,2016-02
HP1,Magia,2003-01,649452,S,ALUMNO LICENCIADO,9713446,3,ESTEFANYA,ACA,ROCA,HUGEAT,QUINTO AÑO- EGRESO,2008-02,2008-02
HP1,Magia,2004-01,497586,S,ALUMNO CON DEUDA MOROSA,5359843,3,AVELIN,HELMIS,TRALMA,VIVES,INGRESO,2004-01,2004-02
HP2,Magia,2004-01,448296,S,ALUMNO CON DEUDA MOROSA,5793216,3,KRISTAL,NILIMA,LIGARDI,GALDAMES,4 SEMESTRE,2007-01,2007-02
HP1,Magia,2004-01,447495,S,ALUMNO EGRESADO,21867959,2,PEGGY,NACOHOR,ZARZAR,BRULL,SEGUNDO AÑO,2005-01,2008-01
HP1,Magia,2004-01,379497,S,ALUMNO CON DEUDA MOROSA,8520374,3,LUISIN,ALEJANDR,CHICAHUAL,GALVAO,PRIMER AÑO,2006-01,2008-02
HW1,Magia,2004-01,544840,S,ALUMNO CON DEUDA MOROSA,23590942,3,PAULI,FERDYNANDO,PRADINES,PICÓN,INGRESO,2010-01,2011-02
HP1,Magia,2003-01,435896,N,Sin Bloqueo,19048591,9,FADIA,JOHAN,HABERT,VICENTELO,SEGUNDO AÑO,2006-01,2008-02
HW2,Magia,2010-01,383411,N,Sin Bloqueo,18963177,K,CELINDA,MARGOT,MELENDEZ,LLANCANAO,1 SEMESTRE,2010-02,2010-02
HP1,Magia,2006-01,487699,S,ALUMNO EGRESADO,10868940,1,RASHID,TRINIDAD,ALCANTARA,AMTMANN,SEGUNDO AÑO,2007-01,2009-01
HP1,Magia,2004-01,475544,S,ALUMNO EGRESADO,8308390,9,FILOMENA,MAVET,LLANCAO,CURELLANCA,QUINTO AÑO- EGRESO,2008-02,2008-02
HP1,Magia,2003-01,371821,N,Sin Bloqueo,22448156,4,KATTY,SOHAD,MANRIQUE,GÁRATE,QUINTO AÑO- EGRESO,2008-02,2008-02
HW2,Magia,2015-01,503609,N,Sin Bloqueo,20313898,9,NORBERTO,PAULI,LLANCABURE,JULIO,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2021-01,2021-01
HP2,Magia,2006-01,614420,S,ALUMNO LICENCIADO,4194524,8,NICOLL,MAITTE,ALAMO,LANFRANCO,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2010-02,2010-02
HP1,Magia,2003-01,596816,S,CAMBIO DE PLAN O CARRERA,11101647,7,CARMIÑA,DAISY,FRANCKE,FONTEALBA,SEGUNDO AÑO,2005-01,2007-01
HW1,Magia,2003-01,383716,S,ALUMNO EGRESADO,14633029,7,LÍA,NAYIBEL,ALMENDARES,HOLZMANN-WEIZMANN,QUINTO AÑO - EGRESO,2008-01,2008-01
HP1,Magia,2003-01,473744,S,BLOQUEO POR NO INSCRIPCION,5841156,3,JOSÉBELÉN,EDITH,AVARIAS,MANZUR,INGRESO,2003-01,2003-02
HP1,Magia,2003-01,415646,S,ALUMNO EGRESADO,22566623,5,BEATRIZ,OSMAR,BLANCHE,GUZÑAY,SEGUNDO AÑO,2005-01,2008-02
HW1,Magia,2003-01,557089,S,CAMBIO DE PLAN O CARRERA,15641099,5,KEVINN,YAMILY,CALVILLÁN,VAN GEEMS,PRIMER AÑO,2003-02,2003-02
HP1,Magia,1996-01,472724,S,ALUMNO EGRESADO,25049381,8,YARET,AAROON,CRUZ,MAULEN,QUINTO AÑO- EGRESO,2001-01,2001-01
PH2,Magia,2006-01,502060,N,Sin Bloqueo,17000639,4,ELISEO,ELIZAB,ILDEFONSO,RUIZ TAGLE,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2018-02,2018-02
WH1,Hechicería,2005-01,376009,S,ALUMNO CON DEUDA MOROSA,23654451,2,KALED,THOMMAS,GIORDANO,EGUILUZ,INGRESO,2005-01,2005-01
HW2,Magia,2011-01,540841,N,Sin Bloqueo,20292384,1,JADIYE,HANAAN,GOMEZ,DUGUET,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2018-02,2018-02
HP1,Magia,2004-01,544525,S,ALUMNO EGRESADO,22747526,6,NAWEL,EDGAR,SOLAR,MELLER,SEGUNDO AÑO,2006-01,2008-02
PH1,Magia,2008-01,516426,N,Sin Bloqueo,17924116,7,VINKA,NAZARET,JELDRES,ROCUANT,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2019-02,2019-02
HP2,Magia,2006-01,441380,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,16143220,3,GUILLERM,MOREIRA,JULIEN,CARVACHO,INGRESO,2006-01,2007-02
PH1,Magia,2004-01,586204,S,CAMBIO DE PLAN O CARRERA,12647621,8,SALOMON,DEJESÚS,CANCINO,PACHADO,2 SEMESTRE,2006-02,2006-02
PH2,Magia,2004-01,594110,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS,12403264,8,LEONCIO,JUANA,BARJA,NOVAL,5 SEMESTRE,2011-01,2011-01
HP1,Magia,2003-01,483760,S,ALUMNO CON DEUDA MOROSA,14178179,9,STEFANIA,LOLA,LINCIR,HUARAPIL,PRIMER AÑO,2003-02,2006-02
HW2,Magia,2003-01,512928,S,ALUMNO CON DEUDA MOROSA,12621858,9,MASSIEL,WASHINGTON,VASQUEZ,MARABOLI,1 SEMESTRE,2008-01,2008-02
HW2,Magia,2010-01,544442,S,ALUMNO CON DEUDA MOROSA,19806126,4,MIK,ANGELINE,CORTEZ,ALBA,INGRESO,2010-01,2010-02
HW2,Magia,2013-01,439203,N,Sin Bloqueo,18902398,4,RUBIDY,ENRIQU,BARRUETO,LUCO,1 SEMESTRE,2013-01,2013-02
WH2,Hechicería,2019-01,427223,N,Sin Bloqueo,22826317,3,NICHOLAS,HERMIONE,CASTIBLANCO,INDA,INGRESO,2019-01,2019-01
HW2,Magia,2006-01,565278,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,17150628,2,PIERRE,PAULA,BETHENCOURT,MIQUEL,1 SEMESTRE,2007-01,2008-02
HP2,Magia,2009-01,390277,S,CAMBIO DE PLAN O CARRERA,18114288,2,YASMINA,MITCHEL,REGO,HUENUVIL,INGRESO,2010-02,2010-02
HW2,Magia,2009-01,584237,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,15238541,2,MARIPAZ,JUSARA,PAVLETICH,MASSONI,1 SEMESTRE,2011-02,2011-02
PH1,Magia,2006-01,585086,N,Sin Bloqueo,8700641,7,LIZZETTE,HORTENSIA,QUAPPE,PERINES,10 SEMESTRE - EGRESO,2012-01,2012-01
PH2,Magia,2011-01,590214,S,BLOQUEO POR NO INSCRIPCION,4915724,K,STELLA,CESÁR,MAZUELA,ESPARZA,INGRESO,2011-01,2011-02
PH1,Magia,2006-01,404194,S,ALUMNO CON DEUDA MOROSA,20825170,K,NICCOLE,PAMELA,BADILLO,MAIER,INGRESO,2006-01,2006-01
HG1,Programa Especial de Licenciatura en Hechicería,2018-01,368044,N,Sin Bloqueo,9786958,3,JOSÉ,ELISABETH,SOMMERMEYER,FEMENÍAS,SEGUNDO SEMESTRE - GRADO LICENCIADO,2018-02,2018-02
HW2,Magia,2008-02,553025,S,RENUNCIA,13537595,3,VALENTINA,OTNIEL,COFRÉ,RENGIFO,1 SEMESTRE,2008-02,2009-02
HW2,Magia,2007-01,583621,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,15730188,8,GASTON,IAN,FABRES,HUMAÑA,INGRESO,2007-01,2007-02
HW2,Magia,2010-01,494515,N,Sin Bloqueo,10002334,7,MARCELO,MERY,ADDARIO,THIELE,1 SEMESTRE,2010-01,2010-02
HP1,Magia,2003-01,384769,S,CAMBIO DE PLAN O CARRERA,6063103,4,MARBET,GUISELLA,LACOSTE,BUSTAMANTE,SEGUNDO AÑO,2006-01,2007-02
HW1,Magia,2003-01,635792,S,ALUMNO EGRESADO,5280395,4,MARCELL,QUELENTARO,MELIN,PARRAGUEZ,QUINTO AÑO - EGRESO,2008-01,2008-01
HP1,Magia,2004-01,632508,S,CAMBIO DE PLAN O CARRERA,4652122,6,EMMANUEL,HORACIO,MONTUPIL,SUNKO,PRIMER AÑO,2005-02,2007-02
HW1,Magia,2004-01,587780,S,CAMBIO DE PLAN O CARRERA,18176015,6,MILDRED,PATRICA,DALANNAIS,OYANEDER,SEGUNDO AÑO,2008-01,
HW2,Magia,2004-01,640942,N,Sin Bloqueo,22036086,6,MALEN,RAMSES,KAWAGUCHI,JARA,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2020-01,2020-01
HP1,Magia,2003-01,569836,N,Sin Bloqueo,22908975,4,DAISY,JHOAN,HUICHAQUEO,ALCÁNTAR,PRIMER AÑO,2004-01,2006-01
HP2,Magia,2003-01,419702,S,ALUMNO LICENCIADO,23959645,4,IVAN,JULIANO,JOCIC,CELEDÓN,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2016-02,2016-02
HW2,Magia,2008-01,571773,S,ALUMNO CON DEUDA MOROSA,6256923,4,ROSSIE,MARLOS,SELLAO,KAEMPFE,2 SEMESTRE,2011-01,2013-02
HP2,Magia,2006-01,380472,S,RENUNCIA FINANCIERA,22536864,K,ANALY,RUBEN,CATALAN,LAVIN,INGRESO,2006-01,
HW2,Magia,2006-01,571234,S,ALUMNO CON DEUDA MOROSA,20978012,4,SEBÁSTIAN,JOYLETT,FLORIDO,AVELLO,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2014-02,2014-02
HW2,Magia,2007-01,442533,S,ALUMNO CON DEUDA MOROSA,21051609,K,GERMANIA,ELOY,COSSIO,RIOSECO,1 SEMESTRE,2007-01,2007-02
HW2,Magia,2009-01,612168,N,Sin Bloqueo,23207679,1,YARELA,JOSÉ,SOLER,PAINEFIL,10 SEMESTRE - EGRESO,2016-01,2016-01
HP2,Magia,2009-01,499637,S,BLOQUEO POR NO INSCRIPCION,13754567,0,SINAI,ESTEPHANIA,GIANNINI,BERTUOL,3 SEMESTRE,2011-01,2011-02
HW2,Magia,2010-01,623490,N,Sin Bloqueo,9274847,0,ACA,AUGUSTA,NAVEAS,CANALES,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2019-02,2019-02
HP2,Magia,2011-02,595501,S,CAMBIO DE PLAN O CARRERA,23459912,9,ANAEL,SHAJAR,BAYER,URREA,INGRESO,2011-02,2011-02
HW2,Magia,2011-02,584089,S,SUSPENSION DE ESTUDIOS,22769045,9,ADOLFO,KATHLEEN,SAAVEDRA,FERRUFINO,INGRESO,2012-01,
HP2,Magia,2008-02,399605,S,ALUMNO EGRESADO,25126881,2,RENEE,REINERIO,TUDESCA,CHACC,10 SEMESTRE - EGRESO,2010-02,2010-02
HP2,Magia,2005-01,443166,S,ALUMNO CON DEUDA MOROSA,15499893,6,ANTILLANCA,EMILIANO,FALCÓN,COBOS,1 SEMESTRE,2006-01,2006-02
HW2,Magia,2005-01,415896,S,ALUMNO CON DEUDA MOROSA,17743416,6,LUMINANDA,MICAEL,PEYRESBLANQUES,LEVY,1 SEMESTRE,2008-01,2008-01
HW2,Magia,2008-01,517714,S,ALUMNO LICENCIADO,4392795,9,PIER,ÁNGEL,OLATE,QUIERO,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2017-02,2017-02
HW2,Magia,2007-01,526666,N,Sin Bloqueo,10254181,6,RENÉE,MALENKA,DROGUETT,EASTON,INGRESO,2007-01,2008-01
HP1,Magia,2003-01,523830,S,"BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION",21972430,4,MARIAPIA,ANNA,CEARDI,BASIC,INGRESO,2003-01,
HW2,Magia,2006-01,424274,S,RENUNCIA FINANCIERA,8851108,2,MARTÍN,YASIRA,GARRY,FEJES,INGRESO,2006-01,
HW2,Magia,2007-01,586534,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,17327001,7,NABI,GESSELLE,FUENZALIDA,SALFATE,INGRESO,2007-01,2007-02
HW2,Magia,2005-01,405004,S,BLOQUEO POR NO INSCRIPCION,12425695,7,AGNETTA,LOURDES,APABLAZA,SANTANDER,10 SEMESTRE - EGRESO,2011-01,2011-01
HW2,Magia,2013-01,617200,N,Sin Bloqueo,15214135,9,GIANNINA,EMERSON,COSTA DEL RIO,PULGARES,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2022-02,2022-02
HW2,Magia,2015-01,511533,S,ALUMNO CON DEUDA MOROSA,6577214,6,RODRIGO,EMELINDA,FELIU,VIDELA,INGRESO,2015-01,2015-01
HP1,Magia,2002-01,527937,S,ALUMNO CON DEUDA MOROSA,12223686,K,JUSTINE,CRISTIÁN,CANTILLAN,BERARDI,PRIMER AÑO,2003-01,2004-01
HW2,Magia,2007-01,433535,S,ALUMNO CON DEUDA MOROSA,20691423,K,PAULIN,CRISLY,TELLEZ,GONZALO,1 SEMESTRE,2007-01,2008-01
HW2,Magia,2005-01,452124,N,Sin Bloqueo,15375288,7,GUMARO,AQUILINO,LAFUENTE,PARRAO,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2019-02,2019-02
PH1,Magia,2009-01,445554,S,RENUNCIA,16699185,9,YUYUNIS,NOEMI,HUINCAHUAL,ROLACK,INGRESO,2009-01,2009-02
HW2,Magia,2008-01,500949,S,ALUMNO CON DEUDA MOROSA,19898484,2,ALAIS,VIRGINI,CASTIBLANCO,ÁVILA,INGRESO,2008-01,2008-02
HW2,Magia,2012-01,646036,N,Sin Bloqueo,6282569,3,LILIANA,GERMAIN,LIMA,POSADA,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2022-01,2022-01
HP1,Magia,2003-01,466782,S,BLOQUEO POR NO INSCRIPCION,14351888,0,MATHIAS,GEOVANN,PERCHERON,WALLIS,INGRESO,2003-01,2003-02
HP1,Magia,2003-01,499761,S,ALUMNO CON DEUDA MOROSA,19155320,4,BAIRON,FDO.,TRALMA,SALGUERO,INGRESO,2003-01,2004-02
HW2,Magia,2006-01,447210,S,ALUMNO CON DEUDA MOROSA,6160527,0,JOSETOMAS,DELIA,FONSECA,BALDOVINO,INGRESO,2006-01,2008-02
HP1,Magia,2004-01,653540,S,CAMBIO DE PLAN O CARRERA,9367871,3,ALOUETTE,COSME,ATALA,SALDAÑO,INGRESO,2004-01,2004-02
HW1,Magia,2004-01,385649,S,CAMBIO DE PLAN O CARRERA,21130388,3,GABRIELA,BALBI,MARCHESANI,GAVILAN,INGRESO,2005-01,
HW2,Magia,2004-01,502361,S,ALUMNO LICENCIADO,7417425,3,PALMENIA,AMANTINA,ARUESTE,ASPEE,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2017-02,2017-02
HW2,Magia,2015-01,547561,N,Sin Bloqueo,9921446,8,YULY,DRAGICA,MEDEL,HUAIQUIMILLA,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2021-02,2021-02
HW2,Magia,2008-01,400858,S,BLOQUEO FINANCIERO DESERTOR CAE,24767167,6,LILIANE,NAIF,BASAEZ,URRIETA,INGRESO,2008-01,
HP1,Magia,2003-01,561777,S,ALUMNO LICENCIADO,9575130,2,BAYTIARE,MANUEL,VELOZ,MASBERNAT,SEGUNDO AÑO,2006-01,2008-02
HW2,Magia,2010-01,397500,S,SUSPENSION DE ESTUDIOS,8668687,5,CANELA,YOJHAN,SOSA,PÁEZ,INGRESO,2010-01,
PH2,Magia,2014-01,571280,S,ALUMNO CON DEUDA MOROSA,20789718,2,TIARE,YOSELYN,LINCO,LANGENBACH,INGRESO,2014-01,2014-01
HP1,Magia,2004-01,479576,S,BLOQUEO POR NO INSCRIPCION,13687245,1,ADRIANA,PRIMITIVO,HAILLA,BORDOY,INGRESO,2004-01,2004-02
PH1,Magia,2022-01,509833,N,Sin Bloqueo,14905142,9,KEARNEY,ZAIDE,LABARCA,AVACA,4 SEMESTRE,2024-01,2024-02
HP1,Magia,2003-01,588880,S,ALUMNO EGRESADO,18020172,5,JENNIFFER,ESTHEFANI,RAÑIMAN,DAVIS,SEGUNDO AÑO,2005-01,2008-02
HP1,Magia,2004-01,523588,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,5259450,4,BASEMAT,KEOMARA,CERRO,SCHUFFENEGER,INGRESO,2004-01,2004-02
PH2,Magia,2006-01,398055,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS,14456964,9,ZARINA,SILVANA,SCHMITTNER,MACAYA,3 SEMESTRE,2009-02,2009-02
PH1,Magia,2017-01,466338,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,5231777,9,ABIGAIL,PATRIC,SALGADO,TREIMAN,1 SEMESTRE,2018-01,2019-01
PH1,Magia,2005-01,408040,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,9246697,K,IO,MAGNOLIA,FERRER,MANSO,3 SEMESTRE,2009-01,2009-02
PH1,Magia,2006-01,464183,N,Sin Bloqueo,15558882,8,ALLIN,LINJA,DESCOVIC,GOIO,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2020-02,2020-02
PH2,Magia,2007-01,603101,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,16788161,9,LUCAS,LORETO,CLARIA,MARCAZZOLO,INGRESO,2007-01,2007-01
PH2,Magia,2009-01,438178,N,Sin Bloqueo,15834890,9,VALESCA,SANTIAGO,MELYS,FERNANDES,INGRESO,2009-01,2009-02
HW2,Magia,2010-01,393483,N,Sin Bloqueo,17574420,3,COSME,HILARIO,INFANTE,LAVIN,INGRESO,2010-01,
PH1,Magia,2006-01,455168,S,ALUMNO EGRESADO,19337359,K,DICARLO,LIZ,CORNEJO,ACEITON,10 SEMESTRE - EGRESO,2011-02,2011-02
PH1,Magia,2006-01,634169,S,ALUMNO CON DEUDA MOROSA,20948842,1,GILDA,JOHNNY,PAVLETICH,VILLAZON,INGRESO,2006-01,2006-01
PH2,Magia,2012-01,528228,S,ALUMNO CON DEUDA MOROSA,12753931,2,ARACELL,NORBERTO,FAIRLIE,GOECKE,INGRESO,2012-01,2012-01
PH1,Magia,2014-01,444977,N,Sin Bloqueo,8198221,K,VICTOR,ANTARES,VUKASOVIC,RAIMÁN,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2021-02,2021-02
HW2,Magia,2011-01,642729,S,BLOQUEO POR NO INSCRIPCION,15737265,7,LISA,NICOLLE,COLLIO,ELLICKER,4 SEMESTRE,2013-02,2013-02
PH1,Magia,2009-01,425559,N,Sin Bloqueo,13750943,7,NIKOL,ADRIAN,UTRERA,ESTAY,INGRESO,2009-01,2009-01
PH1,Magia,2007-01,493306,S,ALUMNO CON DEUDA MOROSA,6043793,6,MICHELLE,JEYSON,MONTELLANO,DE LA MAZA,INGRESO,2007-01,2010-01
PH1,Magia,2006-01,587102,S,ALUMNO CON DEUDA MOROSA,21653413,2,GODIVA,PEGGY,CONCHA,CAMPLA,INGRESO,2006-01,2006-01
PH1,Magia,2005-01,496045,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,4279848,K,YARITZA,ALEXI,NAGUA,ARAYA,1 SEMESTRE,2006-01,2007-02
GH3,Magia,2009-01,560095,N,Sin Bloqueo,13266359,6,DEINAR,CONSUELO,FLORIDO,BERROCAL,INGRESO,2009-01,2009-01
HW2,Magia,2009-01,443102,S,BLOQUEO POR NO INSCRIPCION,16472577,2,MYRNA,MARCELINO,FUENTE-ALBA,CAFFARENA,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2013-02,2013-02
WH1,Hechicería,2005-01,371017,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,7438020,8,DAYANNA,ZENÓN,URRELO,DURNEY,INGRESO,2005-01,2005-01
HW1,Magia,2004-01,485540,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,6227453,9,GRACIELA,NATACHA,ESCRICH,MAK,INGRESO,2004-01,2006-02
HP1,Magia,2003-01,623825,S,CAMBIO DE PLAN O CARRERA,24144769,1,MARCO,MARLY,BAGU,RICO,SEGUNDO AÑO,2005-01,2007-02
HW1,Magia,2003-01,395797,S,ALUMNO EGRESADO,16760533,1,THIOGO,BRANCO,SUÁREZ,JILBERTO,QUINTO AÑO - EGRESO,2008-01,2008-01
HW2,Magia,2009-01,406046,S,ALUMNO CON DEUDA MOROSA,15692413,0,EDO.,PAMELA,ADAROS,VALVERDE,INGRESO,2009-01,2009-02
HP2,Magia,2006-01,381586,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,12718696,4,JABAD,NELLY,BRULL,HUENULAF,2 SEMESTRE,2008-01,2008-02
HP2,Magia,2006-01,563464,S,ALUMNO LICENCIADO,12254894,8,BRENDA,YANINA,QUITRAL,MUNOZ,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2010-02,2010-02
HP1,Magia,2003-01,624740,S,ALUMNO EGRESADO,9366032,1,AYMARA,KARENINA,OSES,OYANADER,SEGUNDO AÑO,2005-01,2007-02
HP1,Magia,2004-01,434614,S,BLOQUEO POR NO INSCRIPCION,14193851,7,TRACY,YAREL,ENRIONE,PRIETO,INGRESO,2004-01,2004-02
HP2,Magia,2005-01,535037,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,12255115,7,ITZIAR,FAVIA,QUINTUPURAI,ARAUCO,1 SEMESTRE,2005-02,2006-02
HP1,Magia,2003-01,465805,S,ALUMNO EGRESADO,10239944,4,LIZ,VERONI,FIGUEREDO,KOCH,SEGUNDO AÑO,2005-01,2007-01
HW1,Magia,2004-01,559554,S,BLOQUEO POR NO INSCRIPCION,12687055,7,GERMANIA,EDMUNDO,TAMAYO,TERRAZA,PRIMER AÑO,2005-01,2005-02
HP2,Magia,2009-01,549945,S,ALUMNO CON DEUDA MOROSA,25709360,1,SANDRO,GERARDO,BUDIL,QUINTUPURAI,1 SEMESTRE,2009-02,2009-01
HP1,Magia,2002-01,567057,S,ALUMNO CON DEUDA MOROSA,6079342,0,ALBERTINA,BENNY,ASSICIE,CATHALIFAUD,SEGUNDO AÑO,2006-01,2007-02
HW1,Magia,2002-01,622758,S,ALUMNO CON DEUDA MOROSA,6003013,0,ANASTASIA,GLAURA,LEITON,BOLVARAN,QUINTO AÑO - EGRESO,2008-01,2008-01
HP1,Magia,2003-01,638470,S,ALUMNO EGRESADO,8306720,K,PERLA,KARINA,LAZO,MÍGUEZ,SEGUNDO AÑO,2005-01,2008-01
HP2,Magia,2006-01,490430,N,Sin Bloqueo,11792855,6,FLORENTINA,AMARIE,DOMÍNGUEZ,COREI,10 SEMESTRE - EGRESO,2009-02,2009-02
HW2,Magia,2008-01,607848,S,SUSPENSION DE ESTUDIOS,14888904,0,ALDOGESU,GEORGINA,BALIENTE DE LA BARRA,ROHRBECK,INGRESO,2008-01,
HP1,Magia,2003-01,374692,S,ALUMNO EGRESADO,11283161,4,BRIGETTE,GONZALO,LARGO,ZACARIAS,SEGUNDO AÑO,2006-01,2008-02
HP1,Magia,2004-01,624515,S,BLOQUEO POR NO INSCRIPCION,5612522,3,PIER,LUZAMALIA,GAYMER,TREJO,INGRESO,2004-01,2004-02
PH1,Magia,2009-01,529058,N,Sin Bloqueo,9960610,0,THANIA,ALEXANDRE,RAMÍREZ,LEVY,10 SEMESTRE - EGRESO,2014-01,2014-01
HW2,Magia,2009-01,391154,S,ALUMNO CON DEUDA MOROSA,24144050,0,IVO,ANDREA,LEVI,MORAN,9 SEMESTRE,2013-02,2013-02
HP2,Magia,2005-01,466127,S,ALUMNO CON DEUDA MOROSA,25708339,4,LESLIET,PAULI,MANCILLA,CALIXTO,INGRESO,2005-01,2005-01
WH1,Hechicería,2014-01,384469,S,ALUMNO CON DEUDA MOROSA,16217656,4,ROSSANA,HAYLIN,BAEZA,NOVAL,INGRESO,2014-01,2015-01
HP1,Magia,2004-01,447550,N,Sin Bloqueo,23569996,4,MARILEN,ANTONIETA,BENITEZ,CANELO,PRIMER AÑO,2004-02,2007-02
HW1,Magia,2004-01,566773,S,ALUMNO EGRESADO,4991386,4,MONICA,MABERLI,COREI,CANDIA,QUINTO AÑO - EGRESO,2009-02,2009-02
HP2,Magia,2005-01,436055,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,5239868,K,MATILDE,MARYALICE,ARDILES,DA COSTA,2 SEMESTRE,2006-02,2008-02
HW2,Magia,2019-01,427045,S,ALUMNO EGRESADO,20132272,8,MAGNOLIA,RUBY,PONS,FORTTE,10 SEMESTRE - EGRESO,2024-01,2024-01
HP2,Magia,2006-01,459427,S,ALUMNO CON DEUDA MOROSA,25338527,4,ANN,ROBINSON,RENDON,BILBENY,4 SEMESTRE,2010-01,2010-02
HW2,Magia,2006-01,638858,S,ALUMNO CON DEUDA MOROSA,12919151,4,ARACELLI,EUGENI,LEPIN,SANTIBALEZ,3 SEMESTRE,2011-01,2011-02
HW2,Magia,2005-01,538146,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,20124043,2,YARITZA,ALDO,VITHAR,HUBERMAN,INGRESO,2005-01,2005-01
