RUN,DV,Nombres,"Apellido Paterno","Apellido Materno","Nombre completo",Teléfono,"mail personal","mail institucional"
20295790,3,"GERARDINA ANAHIS",OSORIO,VIDAL,"GERARDINA ANAHIS OSORIO VIDAL",,GERARDINA.OSORIO@llimail.kom,GERARDINA.OSORIO@lamejor.cl
13742453,4,"ÍTALO SOFIA",MURDEN,PAINEFIL,"ÍTALO SOFIA MURDEN PAINEFIL",,ÍTALO.MURDEN@llimail.kom,ÍTALO.MURDEN@lamejor.cl
16680321,3,"AVRIL AGUSTÍN",URRUTIA,ZAVALA,"AVRIL AGUSTÍN URRUTIA ZAVALA",,AVRIL.URRUTIA@llimail.kom,AVRIL.URRUTIA@lamejor.cl
20546129,K,"DAREM RAQUEL",UGARTE,ALVEAL,"DAREM RAQUEL UGARTE ALVEAL",,DAREM.UGARTE@llimail.kom,DAREM.UGARTE@lamejor.cl
18537541,9,"HOMERO HILEN",LEIPAN,PEREDO,"HOMERO HILEN LEIPAN PEREDO",,HOMERO.LEIPAN@llimail.kom,HOMERO.LEIPAN@lamejor.cl
16258530,K,"MARTIN BELEN",CATRÓN,MOTTA,"MARTIN BELEN CATRÓN MOTTA",,MARTIN.CATRÓN@llimail.kom,MARTIN.CATRÓN@lamejor.cl
15582551,0,"EMILIO ESTELITA",BEORIZA,NAVA,"EMILIO ESTELITA BEORIZA NAVA",,EMILIO.BEORIZA@llimail.kom,EMILIO.BEORIZA@lamejor.cl
17512841,8,"PASCAL MACARENA",CALDERA,PICHARA,"PASCAL MACARENA CALDERA PICHARA",,PASCAL.CALDERA@llimail.kom,PASCAL.CALDERA@lamejor.cl
13461691,2,"BELÉN CRISTOPHER",INAPAIMILLA,ARENAS,"BELÉN CRISTOPHER INAPAIMILLA ARENAS",,BELÉN.INAPAIMILLA@llimail.kom,BELÉN.INAPAIMILLA@lamejor.cl
13922840,9,"TAIS MAURICIO",MONREAL,SEVERINO,"TAIS MAURICIO MONREAL SEVERINO",,TAIS.MONREAL@llimail.kom,TAIS.MONREAL@lamejor.cl
13402147,4,"MICHEL SALVADOR",MIRANDA,URBINA,"MICHEL SALVADOR MIRANDA URBINA",,MICHEL.MIRANDA@llimail.kom,MICHEL.MIRANDA@lamejor.cl
17412000,2,"ARACELIS SCARLETH",AZÓCAR,PICHÚN,"ARACELIS SCARLETH AZÓCAR PICHÚN",,ARACELIS.AZÓCAR@llimail.kom,ARACELIS.AZÓCAR@lamejor.cl
12925766,6,"SPIRO NICOL",DUQUE,STEPHENS,"SPIRO NICOL DUQUE STEPHENS",,SPIRO.DUQUE@llimail.kom,SPIRO.DUQUE@lamejor.cl
16706101,3,"ELISA ESTEFANÍA",TRUJILLOS,ALALLANA,"ELISA ESTEFANÍA TRUJILLOS ALALLANA",,ELISA.TRUJILLOS@llimail.kom,ELISA.TRUJILLOS@lamejor.cl
19913058,7,"ALEKOS EDSON",FERRUFINO,JELDRES,"ALEKOS EDSON FERRUFINO JELDRES",,ALEKOS.FERRUFINO@llimail.kom,ALEKOS.FERRUFINO@lamejor.cl
19524505,6,"ANASTASIA CAROLINA",FERRUFINO,REVECO,"ANASTASIA CAROLINA FERRUFINO REVECO",,ANASTASIA.FERRUFINO@llimail.kom,ANASTASIA.FERRUFINO@lamejor.cl
17750826,3,"HAYDELI CLAUDIA",VEGA,DUPOUY,"HAYDELI CLAUDIA VEGA DUPOUY",,HAYDELI.VEGA@llimail.kom,HAYDELI.VEGA@lamejor.cl
18080861,4,"AXELL ALEX",CURA,CORREA,"AXELL ALEX CURA CORREA",,AXELL.CURA@llimail.kom,AXELL.CURA@lamejor.cl
18605849,7,"THAIS ESTEPHANIA",BASTÍAS,BENÍTEZ,"THAIS ESTEPHANIA BASTÍAS BENÍTEZ",,THAIS.BASTÍAS@llimail.kom,THAIS.BASTÍAS@lamejor.cl
17476310,8,"ANA ALFONSO",WILLIAMS,PITRÓN,"ANA ALFONSO WILLIAMS PITRÓN",,ANA.WILLIAMS@llimail.kom,ANA.WILLIAMS@lamejor.cl
14004785,5,"ALEXANDER ANTONELLA","MATUS DE LA PARRA",MIRANDA,"ALEXANDER ANTONELLA MATUS DE LA PARRA MIRANDA",,"ALEXANDER.MATUS DE LA PARRA@llimail.kom","ALEXANDER.MATUS DE LA PARRA@lamejor.cl"
16495574,8,"ARANZA SEBASTIAN",SOTELO,MORA,"ARANZA SEBASTIAN SOTELO MORA",,ARANZA.SOTELO@llimail.kom,ARANZA.SOTELO@lamejor.cl
12427720,9,"PATRICIO MACARENA",GUZMÁN,WILLIAMS,"PATRICIO MACARENA GUZMÁN WILLIAMS",,PATRICIO.GUZMÁN@llimail.kom,PATRICIO.GUZMÁN@lamejor.cl
13653832,6,"PAULA SARAI",VILLARROEL,VALDÉS,"PAULA SARAI VILLARROEL VALDÉS",,PAULA.VILLARROEL@llimail.kom,PAULA.VILLARROEL@lamejor.cl
17306152,1,"JOHANNA AMAYA",WILLIAMS,BAYER,"JOHANNA AMAYA WILLIAMS BAYER",,JOHANNA.WILLIAMS@llimail.kom,JOHANNA.WILLIAMS@lamejor.cl
19781975,8,"EMILIANO LAURA",THIELEMANN,CÉSPEDES,"EMILIANO LAURA THIELEMANN CÉSPEDES",,EMILIANO.THIELEMANN@llimail.kom,EMILIANO.THIELEMANN@lamejor.cl
21412540,K,"KATTHERINE ISIDORA",LEDEZMA,ALARCON,"KATTHERINE ISIDORA LEDEZMA ALARCON",,KATTHERINE.LEDEZMA@llimail.kom,KATTHERINE.LEDEZMA@lamejor.cl
20758581,4,"MEI-LIN EUGENIA",GOMILA,MONTELLANO,"MEI-LIN EUGENIA GOMILA MONTELLANO",,MEI-LIN.GOMILA@llimail.kom,MEI-LIN.GOMILA@lamejor.cl
14001712,2,"HABRAAM AXEL",CORRALES,CALVILLO,"HABRAAM AXEL CORRALES CALVILLO",,HABRAAM.CORRALES@llimail.kom,HABRAAM.CORRALES@lamejor.cl
12952248,2,"ARIÓN MAURICIO",NUÑEZ,ROBLEDO,"ARIÓN MAURICIO NUÑEZ ROBLEDO",,ARIÓN.NUÑEZ@llimail.kom,ARIÓN.NUÑEZ@lamejor.cl
18072171,7,"ASHLEY ISABELLA",COÑUEN,MAZURET,"ASHLEY ISABELLA COÑUEN MAZURET",,ASHLEY.COÑUEN@llimail.kom,ASHLEY.COÑUEN@lamejor.cl
13179205,2,"COLOMBA JONATHAN",ILABACA,VERGARA,"COLOMBA JONATHAN ILABACA VERGARA",,COLOMBA.ILABACA@llimail.kom,COLOMBA.ILABACA@lamejor.cl
19824198,1,"JOHANNA SALOMÉ",ANDRIANOFF,ORÓSTICA,"JOHANNA SALOMÉ ANDRIANOFF ORÓSTICA",,JOHANNA.ANDRIANOFF@llimail.kom,JOHANNA.ANDRIANOFF@lamejor.cl
15751046,6,"MARCELA NAYEN",COÑUEN,CARVACHO,"MARCELA NAYEN COÑUEN CARVACHO",,MARCELA.COÑUEN@llimail.kom,MARCELA.COÑUEN@lamejor.cl
21015350,2,"STEVEN GISELA",ESCALONA,CLEMENTI,"STEVEN GISELA ESCALONA CLEMENTI",,STEVEN.ESCALONA@llimail.kom,STEVEN.ESCALONA@lamejor.cl
14951364,3,"NICOLAS MITZY",COÑUEN,CÁCERES,"NICOLAS MITZY COÑUEN CÁCERES",,NICOLAS.COÑUEN@llimail.kom,NICOLAS.COÑUEN@lamejor.cl
19545967,3,"WELLINGTON ANGELA",OLIVERO,SEGOVIA,"WELLINGTON ANGELA OLIVERO SEGOVIA",,WELLINGTON.OLIVERO@llimail.kom,WELLINGTON.OLIVERO@lamejor.cl
14559681,6,"NELSON YUSSARA",SEGUEL,LAMAS,"NELSON YUSSARA SEGUEL LAMAS",,NELSON.SEGUEL@llimail.kom,NELSON.SEGUEL@lamejor.cl
16214224,2,"KRISHNA JUAN",CASTILLO,BARRAZA,"KRISHNA JUAN CASTILLO BARRAZA",,KRISHNA.CASTILLO@llimail.kom,KRISHNA.CASTILLO@lamejor.cl
20131946,0,"MARTIN FRANCISCO",ZAMBRANO,NAYEM,"MARTIN FRANCISCO ZAMBRANO NAYEM",,MARTIN.ZAMBRANO@llimail.kom,MARTIN.ZAMBRANO@lamejor.cl
16957607,7,"ELISA FABIOLA",GAHONA,SOUZA,"ELISA FABIOLA GAHONA SOUZA",,ELISA.GAHONA@llimail.kom,ELISA.GAHONA@lamejor.cl
18413273,K,"PALOMA KAMYLA",CAMUS,ZENTENO,"PALOMA KAMYLA CAMUS ZENTENO",,PALOMA.CAMUS@llimail.kom,PALOMA.CAMUS@lamejor.cl
21359446,7,"SOLEDAD JOCELINE",OJEDA,BELMAR,"SOLEDAD JOCELINE OJEDA BELMAR",,SOLEDAD.OJEDA@llimail.kom,SOLEDAD.OJEDA@lamejor.cl
21031185,3,"RAÚL YURI",ITURRA,RICHTER,"RAÚL YURI ITURRA RICHTER",,RAÚL.ITURRA@llimail.kom,RAÚL.ITURRA@lamejor.cl
19631635,4,"DANAHE JOHANNA",LAINES,MUSSO,"DANAHE JOHANNA LAINES MUSSO",,DANAHE.LAINES@llimail.kom,DANAHE.LAINES@lamejor.cl
16003908,1,"KIAYRA YURI",ROMÁN,ASTENGO,"KIAYRA YURI ROMÁN ASTENGO",,KIAYRA.ROMÁN@llimail.kom,KIAYRA.ROMÁN@lamejor.cl
15330433,3,"ANAYSS ANAIS",SANI,HABERT,"ANAYSS ANAIS SANI HABERT",,ANAYSS.SANI@llimail.kom,ANAYSS.SANI@lamejor.cl
19225481,3,"JADIYE ANDRÉS",COLLÍO,TOMASEVIC,"JADIYE ANDRÉS COLLÍO TOMASEVIC",,JADIYE.COLLÍO@llimail.kom,JADIYE.COLLÍO@lamejor.cl
14569885,2,"EMILIO ANAÍS",PELAYO,COLLÍO,"EMILIO ANAÍS PELAYO COLLÍO",,EMILIO.PELAYO@llimail.kom,EMILIO.PELAYO@lamejor.cl
16021936,7,"BRAULIO AYLLEEN",WARNER,ASPE,"BRAULIO AYLLEEN WARNER ASPE",,BRAULIO.WARNER@llimail.kom,BRAULIO.WARNER@lamejor.cl
13996969,1,"TEAM ELIZABETH",RESTOVIC,ANTÚNEZ,"TEAM ELIZABETH RESTOVIC ANTÚNEZ",,TEAM.RESTOVIC@llimail.kom,TEAM.RESTOVIC@lamejor.cl
18324041,5,"ELISEO BASTIÁN",ARAOS,CALLEJAS,"ELISEO BASTIÁN ARAOS CALLEJAS",,ELISEO.ARAOS@llimail.kom,ELISEO.ARAOS@lamejor.cl
16437144,1,"JOAN MAIRA",HIDALGO,VILLARRUEL,"JOAN MAIRA HIDALGO VILLARRUEL",,JOAN.HIDALGO@llimail.kom,JOAN.HIDALGO@lamejor.cl
21030909,0,"ROSITA MAURICIO",RIVERA,QUINTANA,"ROSITA MAURICIO RIVERA QUINTANA",,ROSITA.RIVERA@llimail.kom,ROSITA.RIVERA@lamejor.cl
17037573,6,"PATRICIA MHYA",JANS,ALZAMORA,"PATRICIA MHYA JANS ALZAMORA",,PATRICIA.JANS@llimail.kom,PATRICIA.JANS@lamejor.cl
16819331,5,"ALESSANDRA EMILIA",MUSSO,ISUIZA,"ALESSANDRA EMILIA MUSSO ISUIZA",,ALESSANDRA.MUSSO@llimail.kom,ALESSANDRA.MUSSO@lamejor.cl
13777513,7,"CELENE KATHERINNE",DORIA,CURA,"CELENE KATHERINNE DORIA CURA",,CELENE.DORIA@llimail.kom,CELENE.DORIA@lamejor.cl
17688822,2,"FRANCISCA AGUSTIN",RENGIFO,CASANOVA,"FRANCISCA AGUSTIN RENGIFO CASANOVA",,FRANCISCA.RENGIFO@llimail.kom,FRANCISCA.RENGIFO@lamejor.cl
12736123,5,"JULIANO NAGAT",MORÁN,FERNÁNDEZ,"JULIANO NAGAT MORÁN FERNÁNDEZ",,JULIANO.MORÁN@llimail.kom,JULIANO.MORÁN@lamejor.cl
17294425,K,"SAVKA DENISE",UGARTE,SANTIBAÑEZ,"SAVKA DENISE UGARTE SANTIBAÑEZ",,SAVKA.UGARTE@llimail.kom,SAVKA.UGARTE@lamejor.cl
17383498,5,"CHRISTIAN ESTEFANÍA",LISBOA,BERGAMASCO,"CHRISTIAN ESTEFANÍA LISBOA BERGAMASCO",,CHRISTIAN.LISBOA@llimail.kom,CHRISTIAN.LISBOA@lamejor.cl
20190430,K,"FRANCO ROCIO",PARADA,OCAYO,"FRANCO ROCIO PARADA OCAYO",,FRANCO.PARADA@llimail.kom,FRANCO.PARADA@lamejor.cl
20492957,8,"VERIOSKA ALEXANDER",ALLENDES,ALZAMORA,"VERIOSKA ALEXANDER ALLENDES ALZAMORA",,VERIOSKA.ALLENDES@llimail.kom,VERIOSKA.ALLENDES@lamejor.cl
20517712,9,"VALENTINA VALERIA",BECAR,PICHARA,"VALENTINA VALERIA BECAR PICHARA",,VALENTINA.BECAR@llimail.kom,VALENTINA.BECAR@lamejor.cl
20359631,2,"NOEMI ELIACER",APABLAZA,CANTILLANA,"NOEMI ELIACER APABLAZA CANTILLANA",,NOEMI.APABLAZA@llimail.kom,NOEMI.APABLAZA@lamejor.cl
20202543,7,"PIERO VERÓNICA",ESCALIER,SOTELO,"PIERO VERÓNICA ESCALIER SOTELO",,PIERO.ESCALIER@llimail.kom,PIERO.ESCALIER@lamejor.cl
19893623,2,"CRISTIAN ARIELLE",MERY,NAVEAS,"CRISTIAN ARIELLE MERY NAVEAS",,CRISTIAN.MERY@llimail.kom,CRISTIAN.MERY@lamejor.cl
16817251,9,"KIAYRA HAYDELI",ALEGRIA,SAAVEDRA,"KIAYRA HAYDELI ALEGRIA SAAVEDRA",,KIAYRA.ALEGRIA@llimail.kom,KIAYRA.ALEGRIA@lamejor.cl
15960488,2,"ALFONSO LIZARDO",ABELLEIRA,VERDUGO,"ALFONSO LIZARDO ABELLEIRA VERDUGO",,ALFONSO.ABELLEIRA@llimail.kom,ALFONSO.ABELLEIRA@lamejor.cl
18539912,5,"BENJAMÍN ELEAZAR",SIMON,PAVEZ,"BENJAMÍN ELEAZAR SIMON PAVEZ",,BENJAMÍN.SIMON@llimail.kom,BENJAMÍN.SIMON@lamejor.cl
13330978,0,"YESSENIA JOCELYN",ESCÁRATE,ASPE,"YESSENIA JOCELYN ESCÁRATE ASPE",,YESSENIA.ESCÁRATE@llimail.kom,YESSENIA.ESCÁRATE@lamejor.cl
20186049,3,"FRANYELLY ODETTE",PARRA,LEE,"FRANYELLY ODETTE PARRA LEE",,FRANYELLY.PARRA@llimail.kom,FRANYELLY.PARRA@lamejor.cl
15346012,5,"STEFANNY YEZNEE",RICHTER,TAPIAS,"STEFANNY YEZNEE RICHTER TAPIAS",,STEFANNY.RICHTER@llimail.kom,STEFANNY.RICHTER@lamejor.cl
16475384,9,"KEVIN MHYA",VILA,CHAPARRO,"KEVIN MHYA VILA CHAPARRO",,KEVIN.VILA@llimail.kom,KEVIN.VILA@lamejor.cl
18307327,8,"VALERIA EMILIO",BEORIZA,CABROLIER,"VALERIA EMILIO BEORIZA CABROLIER",,VALERIA.BEORIZA@llimail.kom,VALERIA.BEORIZA@lamejor.cl
13352695,1,"GUILLANA SALVADOR",ALALLANA,VILLANUEVA,"GUILLANA SALVADOR ALALLANA VILLANUEVA",,GUILLANA.ALALLANA@llimail.kom,GUILLANA.ALALLANA@lamejor.cl
20650782,5,"AYLEEN NANCY",CEVO,DENEGRI,"AYLEEN NANCY CEVO DENEGRI",,AYLEEN.CEVO@llimail.kom,AYLEEN.CEVO@lamejor.cl
17152671,7,"AURELIO CARLA",ESTROZ,EPELDEGUI,"AURELIO CARLA ESTROZ EPELDEGUI",,AURELIO.ESTROZ@llimail.kom,AURELIO.ESTROZ@lamejor.cl
12453553,1,"YORDETH SOLEDAD",GUTIÉRREZ,BUGUEÑO,"YORDETH SOLEDAD GUTIÉRREZ BUGUEÑO",,YORDETH.GUTIÉRREZ@llimail.kom,YORDETH.GUTIÉRREZ@lamejor.cl
12939783,3,"WELLINGTON EMILIO",CUEVAS,"COSTA DEL RIO","WELLINGTON EMILIO CUEVAS COSTA DEL RIO",,WELLINGTON.CUEVAS@llimail.kom,WELLINGTON.CUEVAS@lamejor.cl
15668335,1,"MARCELA ANIETT",RIOSECO,RAMIREZ,"MARCELA ANIETT RIOSECO RAMIREZ",,MARCELA.RIOSECO@llimail.kom,MARCELA.RIOSECO@lamejor.cl
13012118,7,"ANAIZ BENJAMÍN",VILLEGAS,ÁLVAREZ,"ANAIZ BENJAMÍN VILLEGAS ÁLVAREZ",,ANAIZ.VILLEGAS@llimail.kom,ANAIZ.VILLEGAS@lamejor.cl
15988182,6,"GONZALO ARANTZA",QUINTRILEO,IBACACHE,"GONZALO ARANTZA QUINTRILEO IBACACHE",,GONZALO.QUINTRILEO@llimail.kom,GONZALO.QUINTRILEO@lamejor.cl
17052779,1,"RENZO NATALYA",BELLO,VILLAR,"RENZO NATALYA BELLO VILLAR",,RENZO.BELLO@llimail.kom,RENZO.BELLO@lamejor.cl
21295415,1,"LIAM ÁLVARO",SOTOMAYOR,LLANO,"LIAM ÁLVARO SOTOMAYOR LLANO",,LIAM.SOTOMAYOR@llimail.kom,LIAM.SOTOMAYOR@lamejor.cl
14837082,1,"DANIEL YESENIA",IRIART,SANTELICES,"DANIEL YESENIA IRIART SANTELICES",,DANIEL.IRIART@llimail.kom,DANIEL.IRIART@lamejor.cl
16433812,8,"NIKOLA EDUARDA",CHAMORRO,VILA,"NIKOLA EDUARDA CHAMORRO VILA",,NIKOLA.CHAMORRO@llimail.kom,NIKOLA.CHAMORRO@lamejor.cl
20511546,2,"JOSEFA NATALIE",SÁNCHEZ,MONTECINO,"JOSEFA NATALIE SÁNCHEZ MONTECINO",,JOSEFA.SÁNCHEZ@llimail.kom,JOSEFA.SÁNCHEZ@lamejor.cl
12828504,2,"ÁLVARO JULIANNA",ARÉVALO,APABLAZA,"ÁLVARO JULIANNA ARÉVALO APABLAZA",,ÁLVARO.ARÉVALO@llimail.kom,ÁLVARO.ARÉVALO@lamejor.cl
20909750,7,"GISELA LEONEL",KOCH,GARCIA,"GISELA LEONEL KOCH GARCIA",,GISELA.KOCH@llimail.kom,GISELA.KOCH@lamejor.cl
20186107,4,"KAIRA GENESIS",LAVIN,FARIAS,"KAIRA GENESIS LAVIN FARIAS",,KAIRA.LAVIN@llimail.kom,KAIRA.LAVIN@lamejor.cl
19428700,5,"BAIRON MARISOL",GAETE,VICENCIO,"BAIRON MARISOL GAETE VICENCIO",,BAIRON.GAETE@llimail.kom,BAIRON.GAETE@lamejor.cl
16098379,1,"ANDRÉS GUILLERMO",DEVAUD,FERRARI,"ANDRÉS GUILLERMO DEVAUD FERRARI",,ANDRÉS.DEVAUD@llimail.kom,ANDRÉS.DEVAUD@lamejor.cl
18647531,5,"TRINIDAD TATIANA",BAHAMONDES,RESTOVIC,"TRINIDAD TATIANA BAHAMONDES RESTOVIC",,TRINIDAD.BAHAMONDES@llimail.kom,TRINIDAD.BAHAMONDES@lamejor.cl
13481606,K,"FARID CELINDA",ARENAS,ALMENDRAS,"FARID CELINDA ARENAS ALMENDRAS",,FARID.ARENAS@llimail.kom,FARID.ARENAS@lamejor.cl
13011100,6,"NAYEN PALMENIA",CUITIÑO,MATAMALA,"NAYEN PALMENIA CUITIÑO MATAMALA",,NAYEN.CUITIÑO@llimail.kom,NAYEN.CUITIÑO@lamejor.cl
13589378,8,"CRISTIAN PATRICIA",DUPOUY,KROYER,"CRISTIAN PATRICIA DUPOUY KROYER",,CRISTIAN.DUPOUY@llimail.kom,CRISTIAN.DUPOUY@lamejor.cl
18347373,4,"CRHISTIAN SARA",MALDONADO,CARRIZO,"CRHISTIAN SARA MALDONADO CARRIZO",,CRHISTIAN.MALDONADO@llimail.kom,CRHISTIAN.MALDONADO@lamejor.cl
16780528,5,"WELLINGTON MORIN",REBOLLEDO,NAVARRO,"WELLINGTON MORIN REBOLLEDO NAVARRO",,WELLINGTON.REBOLLEDO@llimail.kom,WELLINGTON.REBOLLEDO@lamejor.cl
20322765,9,"KEPLER ANAHIS",DENEGRI,CÉSPED,"KEPLER ANAHIS DENEGRI CÉSPED",,KEPLER.DENEGRI@llimail.kom,KEPLER.DENEGRI@lamejor.cl
18183405,5,"VALENTÍN NAYEN",ARTEAGA,DUPOUY,"VALENTÍN NAYEN ARTEAGA DUPOUY",,VALENTÍN.ARTEAGA@llimail.kom,VALENTÍN.ARTEAGA@lamejor.cl
17763185,7,"LUCAS ANAVÌ",CIFUENTES,BÓRQUEZ,"LUCAS ANAVÌ CIFUENTES BÓRQUEZ",,LUCAS.CIFUENTES@llimail.kom,LUCAS.CIFUENTES@lamejor.cl
12682439,K,"EMILIA MARIANGEL",VEJAR,ROMO,"EMILIA MARIANGEL VEJAR ROMO",,EMILIA.VEJAR@llimail.kom,EMILIA.VEJAR@lamejor.cl
15733617,K,"MACARENA JUSTIN",AREVALO,VILLARRUEL,"MACARENA JUSTIN AREVALO VILLARRUEL",,MACARENA.AREVALO@llimail.kom,MACARENA.AREVALO@lamejor.cl
18221024,6,"THIOGO MAGNO",GUZMAN,JARA,"THIOGO MAGNO GUZMAN JARA",,THIOGO.GUZMAN@llimail.kom,THIOGO.GUZMAN@lamejor.cl
19450832,0,"VANNEY KIMBERLIN",IRIART,ENCINA,"VANNEY KIMBERLIN IRIART ENCINA",,VANNEY.IRIART@llimail.kom,VANNEY.IRIART@lamejor.cl
17722605,7,"DAMARIS ANDREA",CEVO,MONREAL,"DAMARIS ANDREA CEVO MONREAL",,DAMARIS.CEVO@llimail.kom,DAMARIS.CEVO@lamejor.cl
17754722,9,"DIEGO HELLEN",MARILAO,RUBILAR,"DIEGO HELLEN MARILAO RUBILAR",,DIEGO.MARILAO@llimail.kom,DIEGO.MARILAO@lamejor.cl
14663231,8,"IKER LESLIE",CALVILLO,BENAVIDES,"IKER LESLIE CALVILLO BENAVIDES",,IKER.CALVILLO@llimail.kom,IKER.CALVILLO@lamejor.cl
16334164,9,"STEVEN EDSON",MATURANA,GARAGAY,"STEVEN EDSON MATURANA GARAGAY",,STEVEN.MATURANA@llimail.kom,STEVEN.MATURANA@lamejor.cl
20864516,3,"IVÁN VANESSA",GIRALDO,CATALÁN,"IVÁN VANESSA GIRALDO CATALÁN",,IVÁN.GIRALDO@llimail.kom,IVÁN.GIRALDO@lamejor.cl
16036533,K,"CRISTHIAN FLORENTINA",RIOS,JAQUE,"CRISTHIAN FLORENTINA RIOS JAQUE",,CRISTHIAN.RIOS@llimail.kom,CRISTHIAN.RIOS@lamejor.cl
21102419,9,"CAMILO ANAHI",ESTROZ,CARRERA,"CAMILO ANAHI ESTROZ CARRERA",,CAMILO.ESTROZ@llimail.kom,CAMILO.ESTROZ@lamejor.cl
20142901,8,"YESENIA ANA",BECAR,ACEVEDO,"YESENIA ANA BECAR ACEVEDO",,YESENIA.BECAR@llimail.kom,YESENIA.BECAR@lamejor.cl
19780460,9,"BASTIAN DAFNE",MAZUELA,MATULIC,"BASTIAN DAFNE MAZUELA MATULIC",,BASTIAN.MAZUELA@llimail.kom,BASTIAN.MAZUELA@lamejor.cl
17463124,0,"EMILIO GASPAR",RETAMALES,GONZALEZ,"EMILIO GASPAR RETAMALES GONZALEZ",,EMILIO.RETAMALES@llimail.kom,EMILIO.RETAMALES@lamejor.cl
19064700,K,"SERGIO ZAHIR",CEVO,URQUETA,"SERGIO ZAHIR CEVO URQUETA",,SERGIO.CEVO@llimail.kom,SERGIO.CEVO@lamejor.cl
15342297,6,"MARIBEL VERIOSKA",SEGOVIA,RECABARREN,"MARIBEL VERIOSKA SEGOVIA RECABARREN",,MARIBEL.SEGOVIA@llimail.kom,MARIBEL.SEGOVIA@lamejor.cl
17704537,3,"OMAR ARMANDO",MANOSALVAS,MONTALVA,"OMAR ARMANDO MANOSALVAS MONTALVA",,OMAR.MANOSALVAS@llimail.kom,OMAR.MANOSALVAS@lamejor.cl
15230811,6,"TAIS HALLEY",DONOSO,FUICA,"TAIS HALLEY DONOSO FUICA",,TAIS.DONOSO@llimail.kom,TAIS.DONOSO@lamejor.cl
20996698,2,"ESTER MILAGROS",CALLEJAS,MATURANA,"ESTER MILAGROS CALLEJAS MATURANA",,ESTER.CALLEJAS@llimail.kom,ESTER.CALLEJAS@lamejor.cl
18036912,5,"EILYNE GASPAR",OPAZO,BRUNA,"EILYNE GASPAR OPAZO BRUNA",,EILYNE.OPAZO@llimail.kom,EILYNE.OPAZO@lamejor.cl
14930228,0,"YACIARA JORDÁN",ARDILES,ROMÁN,"YACIARA JORDÁN ARDILES ROMÁN",,YACIARA.ARDILES@llimail.kom,YACIARA.ARDILES@lamejor.cl
13310985,2,"JOSEFA BENJAMÍN",GRUBER,FUENTES,"JOSEFA BENJAMÍN GRUBER FUENTES",,JOSEFA.GRUBER@llimail.kom,JOSEFA.GRUBER@lamejor.cl
15940940,4,"VANESA LUCYNEIDE",SIMON,CUELLO,"VANESA LUCYNEIDE SIMON CUELLO",,VANESA.SIMON@llimail.kom,VANESA.SIMON@lamejor.cl
17483432,9,"IGNACIO ALONSO",TUDELA,OGEN,"IGNACIO ALONSO TUDELA OGEN",,IGNACIO.TUDELA@llimail.kom,IGNACIO.TUDELA@lamejor.cl
13381288,8,"MATILDE NATALY","DEL VALLE",HIRCASH,"MATILDE NATALY DEL VALLE HIRCASH",,"MATILDE.DEL VALLE@llimail.kom","MATILDE.DEL VALLE@lamejor.cl"
15968007,2,"CRISTÓBAL STOIAN",CATALÁN,VICTORIANO,"CRISTÓBAL STOIAN CATALÁN VICTORIANO",,CRISTÓBAL.CATALÁN@llimail.kom,CRISTÓBAL.CATALÁN@lamejor.cl
12483723,1,"RUBI TERESA",ISAMITT,LEÓN,"RUBI TERESA ISAMITT LEÓN",,RUBI.ISAMITT@llimail.kom,RUBI.ISAMITT@lamejor.cl
19963253,7,"KATHRYNNA MAGDALENA",TOMASEVIC,LARRAECHEA,"KATHRYNNA MAGDALENA TOMASEVIC LARRAECHEA",,KATHRYNNA.TOMASEVIC@llimail.kom,KATHRYNNA.TOMASEVIC@lamejor.cl
20762136,3,"JOAN ANDREA",INFANTAS,ARTAL,"JOAN ANDREA INFANTAS ARTAL",,JOAN.INFANTAS@llimail.kom,JOAN.INFANTAS@lamejor.cl
14486548,K,"IKER CRISTOPHER",PASCUCCI,MADRID,"IKER CRISTOPHER PASCUCCI MADRID",,IKER.PASCUCCI@llimail.kom,IKER.PASCUCCI@lamejor.cl
12427059,6,"GERALDINE MALCOM",ITER,URRA,"GERALDINE MALCOM ITER URRA",,GERALDINE.ITER@llimail.kom,GERALDINE.ITER@lamejor.cl
21617708,8,"MARGARITA RICARDO",NAVARRO,AHUMADA,"MARGARITA RICARDO NAVARRO AHUMADA",,MARGARITA.NAVARRO@llimail.kom,MARGARITA.NAVARRO@lamejor.cl
14648763,5,"MORIN THIOGO",ÓRDENES,HIGUERA,"MORIN THIOGO ÓRDENES HIGUERA",,MORIN.ÓRDENES@llimail.kom,MORIN.ÓRDENES@lamejor.cl
18431602,7,"TERESITA YERCO",SUNKO,CARO,"TERESITA YERCO SUNKO CARO",,TERESITA.SUNKO@llimail.kom,TERESITA.SUNKO@lamejor.cl
21223869,8,"ABRAHAM YUBITZA",LOAIZA,BIZAMA,"ABRAHAM YUBITZA LOAIZA BIZAMA",,ABRAHAM.LOAIZA@llimail.kom,ABRAHAM.LOAIZA@lamejor.cl
19684322,4,"ESTELA DIEGO",ALISTE,GAETE,"ESTELA DIEGO ALISTE GAETE",,ESTELA.ALISTE@llimail.kom,ESTELA.ALISTE@lamejor.cl
20475148,K,"ANGELINA ARIELLE",SOBINO,ALDANA,"ANGELINA ARIELLE SOBINO ALDANA",,ANGELINA.SOBINO@llimail.kom,ANGELINA.SOBINO@lamejor.cl
